key,full name
上海市人民淮剧团-马仲怡,上海市人民淮剧团-马仲怡(People's Huai Opera Troupe of Shanghai represented by Ma Zhongyi)
黄解寄,黄解寄(Huang Jieji)
李世佳,李世佳(Li Shijia)
赵树清,赵树清(Zhao Shuqing)
徐凯林,徐凯林(Xu Kailin)
许家现,许家现(Xu Jiaxian)
云连生,云连生(Yun Liansheng)
刘玉文,刘玉文(Liu Yuwen)
朱辉,朱辉(Zhu Hui)
牛公民,牛公民(Niu Gongmin)
汪涛,汪涛(Wang Tao)
陈敬忠,陈敬忠(Chen Jingzhong)
罗棠因,罗棠因(Luo Tangyin)
济南部队前卫话剧团,济南部队前卫话剧团(Jinan Army Avant-garde Drama Troupe)
狄梵,狄梵(Di Fan)
朱依,朱依(Zhu Yi)
张文海,张文海(Zhang Wenhai)
葬一萍,葬一萍(Zang Yiping)
B·叶尔少夫,B·叶尔少夫(Konstantin Ershov (Russian))
冯嘉芬,冯嘉芬(Feng Jiafen)
中央实验歌剧院合唱队,中央实验歌剧院合唱队(Central Experimental Opera House Chorus)
王利彪,王利彪(Wang Libiao)
陈忠豪,陈忠豪(Chen Zhonghao)
阎视华,阎视华(Yan Shihua)
陈铭志,陈铭志(Chen Mingzhi)
袁楚平,袁楚平(Yuan Chuping)
李松竹,李松竹(Li Songzhu)
余其镇,余其镇(Yu Qizhen)
邱瑜贞,邱瑜贞(Qiu Yuzhen)
房向南,房向南(Fang Xiangnan)
成志雄,成志雄(Cheng Zhixiong)
贾琳,贾琳(Jia Lin)
李谷,李谷(Li Gu)
陈健民,陈健民(Chen Jianmin)
李树楠,李树楠(Li Shunan)
孙得印,孙得印(Sun Deyin)
郝银生,郝银生(Hao Yinsheng)
中央广播乐团,中央广播乐团(China Central Broadcasting Orchestra)
项堃,项堃(Xiang Kun)
王立琛,王立琛(Wang Lichen)
陈少舫,陈少舫(Chen Shaofang)
李东东,李东东(Li Dongdong)
郑建民,郑建民(Zheng Jianmin)
李树楷,李树楷(Li Shukai)
牛葆荣,牛葆荣(Niu Baorong)
王嘉林,王嘉林(Wang Jialin)
许自友,许自友(Xu Ziyou)
李克武,李克武(Li Kewu)
严引玉,严引玉(Yan Yinyu)
丁克明,丁克明(Ding Keming)
吴树鸿,吴树鸿(Wu Shuhong)
袁乃晨,袁乃晨(Yuan Naichen)
孙毓堃,孙毓堃(Sun Yukun)
仙游县鲤声剧团,仙游县鲤声剧团(Xianyou County Lisheng Theater Troupe)
徐世彦,徐世彦(Xu Shiyan)
禹兵,禹兵(Yu Bing)
王曼娜,王曼娜(Wang Manna)
熊伟,熊伟(Xiong Wei)
金雅楼,金雅楼(Jin Yalou)
伊粟,伊粟(Yi Su)
李松筠,李松筠(Li Songyun)
买买提·依不拉音,买买提·依不拉音(Mehmet Yibulayin (Uyghur))
内蒙古自治区呼和浩特铁路办事处业余话剧队,内蒙古自治区呼和浩特铁路办事处业余话剧队(Inner Mongolia Autonomous Region Hohhot Railway Office Amateur Drama Team)
刘守义,刘守义(Liu Shouyi)
夏立志,夏立志(Xia Lizhi)
关剑青,关剑青(Guan Jianqing)
张铁生,张铁生(Zhang Tiesheng)
尚之四,尚之四(Shang Zhisi)
麦飞,麦飞(Mai Fei)
花小仙,花小仙(Hua Xiaoxian)
张起国,张起国(Zhang Qiguo)
钟宜谆,钟宜谆(Zhong Yizhun)
严顾,严顾(Yan Gu)
朱今明,朱今明(Zhu Jinming)
迈新,迈新(Mai Xin)
辛欣,辛欣(Xin Xin)
赫海泉,赫海泉(He Haiquan)
吕恩,吕恩(Lv En)
张先得,张先得(Zhang Xiande)
斯拉基丁·斯拉音,斯拉基丁·斯拉音(Slakidin Slain (Uyghur))
沙梅,沙梅(Sha Mei)
蔡继渭,蔡继渭(Cai Jiwei)
吴瑞德,吴瑞德(Wu Ruide)
丁峤,丁峤(Ding Jiao)
唐德明,唐德明(Tang Deming)
孙德中,孙德中(Sun Dezhong)
孙耀敏,孙耀敏(Sun Yaomin)
顾彩云,顾彩云(Gu Caiyun)
曹雷,曹雷(Cao Lei)
王者兰,王者兰(Wang Zhelan)
郑栋华,郑栋华(Zheng Donghua)
王保易,王保易(Wang Baoyi)
刘惦晨,刘惦晨(Liu Dianchen)
陶雄,陶雄(Tao Xiong)
洗星海,洗星海(Xi Xinghai)
张永山,张永山(Zhang Yongshan)
方英培,方英培(Fang Yingpei)
郭良,郭良(Guo Liang)
钱立·齐曼斯基,钱立·齐曼斯基(Gérard Szymanski (French))
陈小英,陈小英(Chen Xiaoying)
吴峰,吴峰(Wu Feng)
王凤朝,王凤朝(Wang Fengchao)
恽怒,恽怒(Yun Nu)
浙江省文化局《孙悟空三打白骨精》整理小组,浙江省文化局《孙悟空三打白骨精》整理小组(Zhejiang Provincial Bureau of Culture “Sun Wukong Three Beats the Bone Demon“ finishing team)
方绍墀,方绍墀(Fang Shaochi)
何绪成,何绪成(He Xucheng)
胡思庆,胡思庆(Hu Siqing)
织田,织田(Zhi Tian)
陈宗凤,陈宗凤(Chen Zongfeng)
王兰,王兰(Wang Lan)
李启元,李启元(Li Qiyuan)
田平,田平(Tian Ping)
张桂霞,张桂霞(Zhang Guixia)
毛羽,毛羽(Mao Yu)
康天申,康天申(Kang Tianshen)
文征平,文征平(Wen Zhengping)
严飞,严飞(Yan Fei)
高伟,高伟(Gao Wei)
郭允泰,郭允泰(Guo Yuntai)
崔玉梅,崔玉梅(Cui Yumei)
陈岗,陈岗(Chen Gang)
陈贻亮,陈贻亮(Chen Yiliang)
陈于旦,陈于旦(Chen Yudan)
李明杰,李明杰(Li Mingjie)
陈安卿,陈安卿(Chen Anqing)
梅村,梅村(Mei Cun)
王寅申,王寅申(Wang Yinshen)
刘庄,刘庄(Liu Zhuang)
杨角,杨角(Yang Jiao)
杨舒慧,杨舒慧(Yang Shuhui)
中央音乐学院音乐工作团,中央音乐学院音乐工作团(Central Conservatory of Music Music Work Group)
罗启圻,罗启圻(Luo Qiqi)
李银祥,李银祥(Li Yinxiang)
王醍,王醍(Wang Ti)
郭小川,郭小川(Guo Xiaochuan)
曹会渠,曹会渠(Cao Huiqu)
莫惠乾,莫惠乾(Mo Huiqian)
雷震中,雷震中(Lei Zhenzhong)
王军,王军(Wang Jun)
邱石平,邱石平(Qiu Shiping)
岚风,岚风(Lan Feng)
王冷,王冷(Wang Leng)
刘桂芳,刘桂芳(Liu Guifang)
王冰,王冰(Wang Bing)
姚守清,姚守清(Yao Shouqing)
何琼,何琼(He Qiong)
孙羽,孙羽(Sun Yu)
宁印生,宁印生(Ning Yinsheng)
石凤岐,石凤岐(Shi Fengqi)
李永杰,李永杰(Li Yongjie)
广西省桂剧艺术团,广西省桂剧艺术团(Guangxi Gui Opera Art Troupe)
辛毅,辛毅(Xin Yi)
廖静秋,廖静秋(Liao Jingqiu)
洪琛琛,洪琛琛(Hong Chenchen)
汪滔,汪滔(Wang Tao)
陈海根,陈海根(Chen Haigen)
李盛左,李盛左(Li Shengzuo)
古月,古月(Gu Yue)
成德香,成德香(Cheng Dexiang)
邱宝贤,邱宝贤(Qiu Baoxian)
邱玉林,邱玉林(Qiu Yulin)
郝淑玲,郝淑玲(Hao Shuling)
朗可,朗可(Lang Ke)
张英山,张英山(Zhang Yingshan)
高爱生,高爱生(Gao Aisheng)
黄凤文,黄凤文(Huang Fengwen)
王玉君,王玉君(Wang Yujun)
梅林,梅林(Mei Lin)
秦布华,秦布华(Qin Buhua)
刘黧,刘黧(Liu Li)
程学饮,程学饮(Cheng Xueyin)
王凯,王凯(Wang Kai)
肖培珩,肖培珩(Xiao Peiheng)
恽悠,恽悠(Yun You)
黄顺大,黄顺大(Huang Shunda)
李安泰,李安泰(Li Antai)
李赤,李赤(Li Chi)
北京曲剧团乐队,北京曲剧团乐队(Beijing Opera Troupe Orchestra)
张先德,张先德(Zhang Xiande)
黎铿,黎铿(Li Keng)
舒迈,舒迈(Shu Mai)
姚德水,姚德水(Yao Deshui)
张寿卿,张寿卿(Zhang Shouqing)
李越,李越(Li Yue)
姜鸿刚,姜鸿刚(Jiang Honggang)
金林,金林(Jin Lin)
王佩珍,王佩珍(Wang Peizhen)
周坤,周坤(Zhou Kun)
中央广播合唱团,中央广播合唱团(Central Broadcasting Choir)
李英杰,李英杰(Li Yingjie)
李超,李超(Li Chao)
周静,周静(Zhou Jing)
广昌县采茶剧团,广昌县采茶剧团(Guangchang County Tea Picking Troupe)
萧伶,萧伶(Xiao Ling)
左焚,左焚(Zuo Fen)
曹韦,曹韦(Cao Wei)
翟银萍,翟银萍(Zhai Yinping)
罗纯生,罗纯生(Luo Chunsheng)
马桂英,马桂英(Ma Guiying)
汪漪,汪漪(Wang Yi)
侯桂先,侯桂先(Hou Guixian)
谢俊峰,谢俊峰(Xie Junfeng)
曾静,曾静(Ceng Jing)
王鸿武,王鸿武(Wang Hongwu)
靳维民,靳维民(Jin Weimin)
于绍华,于绍华(Yu Shaohua)
林幼芳,林幼芳(Lin Youfang)
舒适,舒适(Shu Shi)
杜谈,杜谈(Du Tan)
崔志中,崔志中(Cui Zhizhong)
饶培青,饶培青(Rao Peiqing)
马鸿祥,马鸿祥(Ma Hongxiang)
韩德福,韩德福(Han Defu)
金鹤良,金鹤良(Jin Heliang)
林蓝,林蓝(Lin Lan)
蔡振亚,蔡振亚(Cai Zhenya)
冯明印,冯明印(Feng Mingyin)
张凤侣,张凤侣(Zhang Fenglv)
K·莫斯科维娜,K·莫斯科维娜(K. Moskvina (Russian; src))
金岳盛,金岳盛(Jin Yuesheng)
买买提西日甫,买买提西日甫(Mehmet Sirif (Uyghur))
洪堤,洪堤(Hong Di)
秦志平,秦志平(Qin Zhiping)
于是之,于是之(Yu Shizhi)
孙聪,孙聪(Sun Cong)
叶敬,叶敬(Ye Jing)
杨珍年,杨珍年(Yang Zhennian)
邢吉田,邢吉田(Xing Jitian)
张保之,张保之(Zhang Baozhi)
高钦贤,高钦贤(Gao Qinxian)
孙锦顺,孙锦顺(Sun Jinshun)
刘彤,刘彤(Liu Tong)
刘影,刘影(Liu Ying)
王肖芝,王肖芝(Wang Xiaozhi)
自铭,自铭(Zi Ming)
李玉衡,李玉衡(Li Yuheng)
木特里夫,木特里夫(Mutreve (Uyghur))
谢重开,谢重开(Xie Zhongkai)
胡兰梅,胡兰梅(Hu Lanmei)
李庆友,李庆友(Li Qingyou)
吴长龙,吴长龙(Wu Zhanglong)
石言,石言(Shi Yan)
邓玉峥,邓玉峥(Deng Yuzheng)
田世珍,田世珍(Tian Shizhen)
薛静珍,薛静珍(Xue Jingzhen)
许昌专区越调剧团,许昌专区越调剧团(Yue Diao Opera Troupe in Xuchang Zone)
赵树理,赵树理(Zhao Shuli)
高颂喜,高颂喜(Gao Songxi)
谭震,谭震(Tan Zhen)
朱兴,朱兴(Zhu Xing)
李春林,李春林(Li Chunlin)
姚庆厚,姚庆厚(Yao Qinghou)
李万,李万(Li Wan)
王翠风,王翠风(Wang Cuifeng)
李婉青,李婉青(Li Wanqing)
殷佩娴,殷佩娴(Yin Peixian)
王力,王力(Wang Li)
罗运憨,罗运憨(Luo Yunhan)
周音,周音(Zhou Yin)
郑福秋,郑福秋(Zheng Fuqiu)
文茂吉,文茂吉(Wen Maoji)
朱军,朱军(Zhu Jun)
沈三玉,沈三玉(Shen Sanyu)
刘秀杰,刘秀杰(Liu Xiujie)
刘龙,刘龙(Liu Long)
李广发,李广发(Li Guangfa)
周堃,周堃(Zhou Kun)
葛覃,葛覃(Ge Tan)
李维新,李维新(Li Weixin)
尹一清,尹一清(Yin Yiqing)
孙化夷,孙化夷(Sun Huayi)
丁平,丁平(Ding Ping)
王命夫,王命夫(Wang Mingfu)
刘旭东,刘旭东(Liu Xudong)
浦克,浦克(Pu Ke)
李临,李临(Li Lin)
陈帆,陈帆(Chen Fan)
曹颖,曹颖(Cao Ying)
上影乐团民族乐队,上影乐团民族乐队(Shanghai Film Orchestra National Orchestra)
潘锐,潘锐(Pan Rui)
李白水,李白水(Li Baishui)
罗玉中,罗玉中(Luo Yuzhong)
山西临猗郿鄠剧团,山西临猗郿鄠剧团(Shanxi Linyi Kaihe Theater Troupe)
任嫣叔,任嫣叔(Ren Yanshu)
罗世霖,罗世霖(Luo Shilin)
尹福来,尹福来(Yin Fulai)
李喜林,李喜林(Li Xilin)
周瑞德,周瑞德(Zhou Ruide)
李乐,李乐(Li Le)
韩玉升,韩玉升(Han Yusheng)
王勉之,王勉之(Wang Mianzhi)
叶明,叶明(Ye Ming)
刘芳金,刘芳金(Liu Fangjin)
赵淑艳,赵淑艳(Zhao Shuyan)
陈长右,陈长右(Chen Zhangyou)
薛岱云,薛岱云(Xue Daiyun)
朱凡,朱凡(Zhu Fan)
许文,许文(Xu Wen)
莫依根,莫依根(Moigen (Mongolian))
李荣岩,李荣岩(Li Rongyan)
张林漪,张林漪(Zhang Linyi)
姚澄,姚澄(Yao Cheng)
齐齐哈尔马戏团,齐齐哈尔马戏团(Qiqihar Circus)
高保成,高保成(Gao Baocheng)
丁一三,丁一三(Ding Yisan)
伊纹,伊纹(Yi Wen)
苏秦,苏秦(Su Qin)
曹金山,曹金山(Cao Jinshan)
祁次欣,祁次欣(Qi Cixin)
傅超武,傅超武(Fu Chaowu)
陈正海,陈正海(Chen Zhenghai)
黄坚,黄坚(Huang Jian)
虞俊芳,虞俊芳(Yu Junfang)
放予,放予(Fang Yu)
黄非,黄非(Huang Fei)
万国强,万国强(Wan Guoqiang)
沈沉,沈沉(Shen Chen)
李春晓,李春晓(Li Chunxiao)
教蕴瑜,教蕴瑜(Jiao Yunyu)
李云,李云(Li Yun)
谢万和,谢万和(Xie Wanhe)
李思慎,李思慎(Li Sishen)
胡少鹏,胡少鹏(Hu Shaopeng)
李德润,李德润(Li Derun)
云越,云越(Yun Yue)
夏衍,夏衍(Xia Yan)
刘书方,刘书方(Liu Shufang)
范凡塞,范凡塞(Fan Fansai)
陆志安,陆志安(Lu Zhian)
方伯年,方伯年(Fang Bonian)
任振元,任振元(Ren Zhenyuan)
王秉钺,王秉钺(Wang Bingyue)
杨云龙,杨云龙(Yang Yunlong)
梅云熹,梅云熹(Mei Yunxi)
孟兆祥,孟兆祥(Meng Zhaoxiang)
王博,王博(Wang Bo)
吴贻弓,吴贻弓(Wu Yigong)
韩仲良,韩仲良(Han Zhongliang)
张凤云,张凤云(Zhang Fengyun)
羽奇,羽奇(Yu Qi)
施教恩,施教恩(Shi Jiaoen)
乌布尔·海里,乌布尔·海里(Upur Khaili (Uyghur))
田太宣,田太宣(Tian Taixuan)
栾清浦,栾清浦(Luan Qingpu)
肖明臻,肖明臻(Xiao Mingzhen)
布哈拉,布哈拉(Bu Hala)
魏曼青,魏曼青(Wei Manqing)
任桂珍,任桂珍(Ren Guizhen)
龚伯安,龚伯安(Gong Boan)
黎阳,黎阳(Li Yang)
严兆德,严兆德(Yan Zhaode)
寇嘉弼,寇嘉弼(Kou Jiabi)
孙瑞信,孙瑞信(Sun Ruixin)
于丁,于丁(Yu Ding)
陈鹰,陈鹰(Chen Ying)
王卞,王卞(Wang Bian)
唐济英,唐济英(Tang Jiying)
郭祖培,郭祖培(Guo Zupei)
郭扬庭,郭扬庭(Guo Yangting)
田恺,田恺(Tian Kai)
杨庶正,杨庶正(Yang Shuzheng)
许明,许明(Xu Ming)
张葆璘,张葆璘(Zhang Baolin)
赵羽青,赵羽青(Zhao Yuqing)
孟庆鹏,孟庆鹏(Meng Qingpeng)
远方,远方(Yuan Fang)
朱剑,朱剑(Zhu Jian)
马锡钰,马锡钰(Ma Xiyu)
周海琴,周海琴(Zhou Haiqin)
李雪红,李雪红(Li Xuehong)
苏维明,苏维明(Su Weiming)
江燕,江燕(Jiang Yan)
红线女,红线女(Hong Xiannv)
黄景渊,黄景渊(Huang Jingyuan)
朱龙广,朱龙广(Zhu Longguang)
钱千里,钱千里(Qian Qianli)
高光,高光(Gao Guang)
于丹,于丹(Yu Dan)
惠燕平,惠燕平(Hui Yanping)
曹荃弟,曹荃弟(Cao Quandi)
张世萼,张世萼(Zhang Shie)
舒克,舒克(Shu Ke)
胡倬云,胡倬云(Hu Zhuoyun)
秋里,秋里(Qiu Li)
麻彩楼,麻彩楼(Ma Cailou)
范思廉,范思廉(Fan Silian)
牛丽俐,牛丽俐(Niu Lili)
刘士德,刘士德(Liu Shide)
李尔康,李尔康(Li Erkang)
恩和森,恩和森(En Hesen (Mongolian))
杨诚,杨诚(Yang Cheng)
范琳,范琳(Fan Lin)
陈默,陈默(Chen Mo)
顾慕如,顾慕如(Gu Muru)
刘悦,刘悦(Liu Yue)
沈民辉,沈民辉(Shen Minhui)
史宝奎,史宝奎(Shi Baokui)
何叫天,何叫天(He Jiaotian)
张春孝,张春孝(Zhang Chunxiao)
桑都楞,桑都楞(Sanduren (Mongolian))
吴强,吴强(Wu Qiang)
徐缓,徐缓(Xu Huan)
杨亮宇,杨亮宇(Yang Liangyu)
钱元通,钱元通(Qian Yuantong)
陈廉,陈廉(Chen Lian)
王媛媛,王媛媛(Wang Yuanyuan)
杨守贵,杨守贵(Yang Shougui)
《东方红》指挥组,《东方红》指挥组(“The East Is Red“ command team)
朱国梁,朱国梁(Zhu Guoliang)
黄琼英,黄琼英(Huang Qiongying)
王振邦,王振邦(Wang Zhenbang)
王爱群,王爱群(Wang Aiqun)
邢路,邢路(Xing Lu)
洪妙,洪妙(Hong Miao)
谭凤琳,谭凤琳(Tan Fenglin)
张金兰,张金兰(Zhang Jinlan)
赵炎,赵炎(Zhao Yan)
许振华,许振华(Xu Zhenhua)
廖健华,廖健华(Liao Jianhua)
凌明明,凌明明(Ling Mingming)
高廷伦,高廷伦(Gao Tinglun)
王万恩,王万恩(Wang Wanen)
段宝新,段宝新(Duan Baoxin)
叶维英,叶维英(Ye Weiying)
戴浩,戴浩(Dai Hao)
黄音,黄音(Huang Yin)
刘惠,刘惠(Liu Hui)
鲁斯拉诺夫,鲁斯拉诺夫(Ruslanov (Russian; src))
朱玉珑,朱玉珑(Zhu Yulong)
张善麟,张善麟(Zhang Shanlin)
河南豫剧院编剧小组,河南豫剧院编剧小组(Screenwriting Group of Henan Yu Theater)
孔芮,孔芮(Kong Rui)
谢爱琼,谢爱琼(Xie Aiqiong)
李冀明,李冀明(Li Jiming)
李少广,李少广(Li Shaoguang)
王昭琪,王昭琪(Wang Zhaoqi)
李佩,李佩(Li Pei)
王增顺,王增顺(Wang Zengshun)
孙太安,孙太安(Sun Taian)
鲁在蕴,鲁在蕴(Lu Zaiyun)
陈强,陈强(Chen Qiang)
王建华,王建华(Wang Jianhua)
王耀南,王耀南(Wang Yaonan)
杜洪堃,杜洪堃(Du Hongkun)
魏荣,魏荣(Wei Rong)
兰州部队8037部队战士业余演出队九人话剧组,兰州部队8037部队战士业余演出队九人话剧组(Lanzhou Army 8037 Troop Amateur Performance Team Nine-member Drama Group)
李佳,李佳(Li Jia)
沈浮,沈浮(Shen Fu)
舒野,舒野(Shu Ye)
沈浩,沈浩(Shen Hao)
傅凌,傅凌(Fu Ling)
史林,史林(Shi Lin)
吴希嘏,吴希嘏(Wu Xigu)
黄堪,黄堪(Huang Kan)
支光,支光(Zhi Guang)
热合木·哈斯木夫,热合木·哈斯木夫(Rehemu Hasmov (Uyghur))
卡生拜,卡生拜(Ka Shengbai)
徐琴芳,徐琴芳(Xu Qinfang)
李改芹,李改芹(Li Gaiqin)
陆俊超,陆俊超(Lu Junchao)
汪宗良,汪宗良(Wang Zongliang)
高凯,高凯(Gao Kai)
吴凤兰,吴凤兰(Wu Fenglan)
朱化,朱化(Zhu Hua)
陈金莲,陈金莲(Chen Jinlian)
陕西省秦腔电影剧团创作组,陕西省秦腔电影剧团创作组(Creative Group of Shaanxi Qin Opera Film Troupe)
罗沛枝,罗沛枝(Luo Peizhi)
刘燕平,刘燕平(Liu Yanping)
徐光耀,徐光耀(Xu Guangyao)
毛吟芬,毛吟芬(Mao Yinfen)
上海乐团合唱队,上海乐团合唱队(Shanghai Orchestra Chorus)
易克中,易克中(Yi Kezhong)
中国评剧院一团乐队,中国评剧院一团乐队(China Pingju Theater Orchestra)
彭向洲,彭向洲(Peng Xiangzhou)
任自安,任自安(Ren Zian)
上海市人民淮剧团,上海市人民淮剧团(Shanghai People's Huai Opera Troupe)
王玉如,王玉如(Wang Yuru)
庞学勒,庞学勒(Pang Xuele)
顾而已,顾而已(Gu Eryi)
甘肃省武威专区人民歌舞剧团-常重新,甘肃省武威专区人民歌舞剧团-常重新(People's Dancing Troupe of Gansu Wuwei represented by Chang Chongxin)
吴钰章,吴钰章(Wu Yuzhang)
上海乐团交响乐队,上海乐团交响乐队(Shanghai Symphony Orchestra)
李俊,李俊(Li Jun)
马鼎,马鼎(Ma Ding)
庞学勤,庞学勤(Pang Xueqin)
陈彬,陈彬(Chen Bin)
杜耀华,杜耀华(Du Yaohua)
罗树琪,罗树琪(Luo Shuqi)
徐小燕,徐小燕(Xu Xiaoyan)
胡秀裕,胡秀裕(Hu Xiuyu)
丁治霖,丁治霖(Ding Zhilin)
任德耀,任德耀(Ren Deyao)
孟建华,孟建华(Meng Jianhua)
李俭,李俭(Li Jian)
黎静,黎静(Li Jing)
季雅芳,季雅芳(Ji Yafang)
孙芋,孙芋(Sun Yu)
张起,张起(Zhang Qi)
阎祝华,阎祝华(Yan Zhuhua)
北影管弦乐队,北影管弦乐队(Beijing Film Orchestra)
孙元勋,孙元勋(Sun Yuanxun)
何真,何真(He Zhen)
于伶,于伶(Yu Ling)
祝希娟,祝希娟(Zhu Xijuan)
潘景猁,潘景猁(Pan Jingli)
张培铎,张培铎(Zhang Peiduo)
张越,张越(Zhang Yue)
严尚华,严尚华(Yan Shanghua)
蒋英杰,蒋英杰(Jiang Yingjie)
上海市人民沪剧团,上海市人民沪剧团(Shanghai People's Shanghai Opera Troupe)
高持久,高持久(Gao Chijiu)
王钩,王钩(Wang Gou)
王钧,王钧(Wang Jun)
单体明,单体明(Dan Timing)
陈瑞和,陈瑞和(Chen Ruihe)
焦月娥,焦月娥(Jiao Yuee)
孙伯华,孙伯华(Sun Bohua)
张慧灵,张慧灵(Zhang Huiling)
晋响亭,晋响亭(Jin Xiangting)
艾世菊,艾世菊(Ai Shiju)
金龙宝,金龙宝(Jin Longbao)
常玉春,常玉春(Chang Yuchun)
冯文景,冯文景(Feng Wenjing)
张永成,张永成(Zhang Yongcheng)
赖申,赖申(Lai Shen)
谭飞飞,谭飞飞(Tan Feifei)
李景忠,李景忠(Li Jingzhong)
吕云浦,吕云浦(Lv Yunpu)
孙宪元,孙宪元(Sun Xianyuan)
张鹤亭,张鹤亭(Zhang Heting)
沙伯利,沙伯利(Sha Boli)
吴印成,吴印成(Wu Yincheng)
孟舜,孟舜(Meng Shun)
祝盛增,祝盛增(Zhu Shengzeng)
张元方,张元方(Zhang Yuanfang)
杭世鸾,杭世鸾(Hang Shiluan)
乐团,乐团(Le Tuan)
广州市红领巾合唱团,广州市红领巾合唱团(Guangzhou Red Scarf Choir)
阙文,阙文(Que Wen)
筱灵凤,筱灵凤(Xiao Lingfeng)
孙志远,孙志远(Sun Zhiyuan)
罗忠熔,罗忠熔(Luo Zhongrong)
崔蕴芬,崔蕴芬(Cui Yunfen)
李龙珠,李龙珠(Li Longzhu)
莫愁,莫愁(Mo Chou)
王清莲,王清莲(Wang Qinglian)
洪骏,洪骏(Hong Jun)
宋宝国,宋宝国(Song Baoguo)
王青莲,王青莲(Wang Qinglian)
王咏声,王咏声(Wang Yongsheng)
安徽省话剧团,安徽省话剧团(Anhui Provincial Drama Troupe)
王柏萱,王柏萱(Wang Boxuan)
陈立业,陈立业(Chen Liye)
孔召召,孔召召(Kong Zhaozhao)
赵粟生,赵粟生(Zhao Susheng)
孙良录,孙良录(Sun Lianglu)
张音阶,张音阶(Zhang Yinjie)
李犟星,李犟星(Li Jiangxing)
关贵祥,关贵祥(Guan Guixiang)
程梦莲,程梦莲(Cheng Menglian)
韩涛,韩涛(Han Tao)
杨淑香,杨淑香(Yang Shuxiang)
张路,张路(Zhang Lu)
武豫梅,武豫梅(Wu Yumei)
桑克振,桑克振(Sang Kezhen)
罗鹤龄,罗鹤龄(Luo Heling)
吴向之,吴向之(Wu Xiangzhi)
秦俭,秦俭(Qin Jian)
孙菊生,孙菊生(Sun Jusheng)
王惠安,王惠安(Wang Huian)
王元美,王元美(Wang Yuanmei)
沙汀,沙汀(Sha Ting)
王也夫,王也夫(Wang Yefu)
梅葆玖,梅葆玖(Mei Baojiu)
王宝红,王宝红(Wang Baohong)
孙苑华,孙苑华(Sun Yuanhua)
孙栋光,孙栋光(Sun Dongguang)
李健,李健(Li Jian)
北京部队战士业余演出队,北京部队战士业余演出队(Amateur Performance Team of Beijing Army Soldiers)
董宛莺,董宛莺(Dong Wanying)
中国歌剧舞剧院,中国歌剧舞剧院(China Opera and Dance Theater)
赵鹤年,赵鹤年(Zhao Henian)
朱叶,朱叶(Zhu Ye)
安震江,安震江(An Zhenjiang)
王锐,王锐(Wang Rui)
雷仲谦,雷仲谦(Lei Zhongqian)
张一,张一(Zhang Yi)
张万,张万(Zhang Wan)
史维钩,史维钩(Shi Weigou)
李洪辛,李洪辛(Li Hongxin)
姜永昌,姜永昌(Jiang Yongchang)
史维钧,史维钧(Shi Weijun)
刘锦堂,刘锦堂(Liu Jintang)
胡琳琳,胡琳琳(Hu Linlin)
潘青,潘青(Pan Qing)
吴振秋,吴振秋(Wu Zhenqiu)
晓滨,晓滨(Xiao Bin)
王惠孙,王惠孙(Wang Huisun)
李桂枝,李桂枝(Li Guizhi)
孟良,孟良(Meng Liang)
于黛琴,于黛琴(Yu Daiqin)
杨子静,杨子静(Yang Zijing)
宜海池,宜海池(Yi Haichi)
庞万灵,庞万灵(Pang Wanling)
齐衡,齐衡(Qi Heng)
薛敏,薛敏(Xue Min)
周婷,周婷(Zhou Ting)
马云鹏,马云鹏(Ma Yunpeng)
刘浩智,刘浩智(Liu Haozhi)
北京京剧团乐队,北京京剧团乐队(Beijing Peking Opera Troupe Orchestra)
露菲,露菲(Lu Fei)
朱启,朱启(Zhu Qi)
敖文彬,敖文彬(Ao Wenbin)
包蕾,包蕾(Bao Lei)
周骅,周骅(Zhou Hua)
鲁彬,鲁彬(Lu Bin)
张义,张义(Zhang Yi)
陈妙华,陈妙华(Chen Miaohua)
刘学钦,刘学钦(Liu Xueqin)
周志峰,周志峰(Zhou Zhifeng)
贾仲谦,贾仲谦(Jia Zhongqian)
王润身,王润身(Wang Runshen)
阎杰,阎杰(Yan Jie)
詹永春,詹永春(Zhan Yongchun)
金铁民,金铁民(Jin Tiemin)
张九,张九(Zhang Jiu)
刘书林,刘书林(Liu Shulin)
周良沛,周良沛(Zhou Liangpei)
陈工一,陈工一(Chen Gongyi)
吉星,吉星(Ji Xing)
李金康,李金康(Li Jinkang)
许崇俊,许崇俊(Xu Chongjun)
张常前,张常前(Zhang Changqian)
雷金玉,雷金玉(Lei Jinyu)
龙翔,龙翔(Long Xiang)
陈立中,陈立中(Chen Lizhong)
葛兴尊,葛兴尊(Ge Xingzun)
杨德义,杨德义(Yang Deyi)
童金钟,童金钟(Tong Jinzhong)
高鹤鸣,高鹤鸣(Gao Heming)
熊国华,熊国华(Xiong Guohua)
包斯尔,包斯尔(Bao Sier)
董吉深,董吉深(Dong Jishen)
梁立柱,梁立柱(Liang Lizhu)
朱传鼎,朱传鼎(Zhu Chuanding)
中央歌剧舞剧院歌剧团,中央歌剧舞剧院歌剧团(Central Opera and Dance Theater Opera Troupe)
张乾,张乾(Zhang Qian)
孟苒,孟苒(Meng Ran)
筱惠琴,筱惠琴(Xiao Huiqin)
张予,张予(Zhang Yu)
白穆,白穆(Bai Mu)
张连伏,张连伏(Zhang Lianfu)
