tian luo di wang	Gu Qizhi! Shi Fangyu? Chen Tianguo, Zhong Shuhuang, Ai Hongli, Yang Gongmin, Zheng Jianmin, Huang Wansu, Li Nong, Zhao Yufeng, Wei Yuping, Zheng Min, Ding Ran, Liang Shan, Jiang Shan, Shi Ling, Yu Fei, Zhang Ying, Ji Hong, Wang Lan! Huang Shaofen (photography), Hu Zhuoyun (set design), Gao Tian (composition), Miao Zhenyu (recording), Pan Wenzhan (associate director), Zhang Dianyun (stunt design), Zhou Shimu (stunt photography), Wu Shaowei (Associate Producer), Shanghai Symphony Orchestra (performer), Huang Yijun (conductor).
shui xiang de chun tian	Xie Jin! Bao Yu, Wang Puqing? Qi Mengshi, Sun Jinglu, Tan Yun, Fan Lai, Zhou Min, Tieniu, Xia Tian, ​​Li Nong, Zhi Shiming, Wang Chu, Qi Heng! Gu Wenhou (photography), Lu Qiming (composition), Ling Lei (set design), Shao Zihe (recording), Shanghai Symphony Orchestra (performer), Wang Li (assistant director), Ding Li (theatre director), Huang Yijun (band conductor).
qing chun de yuan di	Wang Weiyi! Ren Deyao? Su Manyi, Zhang Weina, Jiang Ziqiang, Kang Ansheng, Wu Jianan, Fu Yanmin, Sheng Longhui, Liu Jie, Gu Guo, Chen Haigen, Liu Angu, Zheng Ming, Li Baoluo, Li Huanqing, Ye Gao! Feng Sizhi (Photography ), Huang Chong (Artist), Wang Yunjie (Composer), Lu Zhongbo (Recording), Tianran (Associate Director), Lu Lizhi (Stage Director), Shanghai Orchestra (Performer), Huang Yijun (Conductor).
hu shang de dou zheng	Gao Heng! Yang Cunbin, Wang Yuanmei? Xiang Kun, Shi Lianxing, Qi Heng, Bu Jiali, Li Yong, Kang Tai, Cui Wenshun, Wang Jingan, Qian Qianli, Liang Ming, Ai Hongli, Ling Yun, Cui Chaoming, Yu Mingde, Di Fan , Yu Chong! Li Shengwei (Camera), Zhang Hanchen (Artist), Xiang Yi (Composer), Gao Tian (Composer), Zhu Weigang (Recording), Liu Pengshun (Consultant), Jiang Yusheng (Associate Producer), Chen Zhonghao (Story Director), Shanghai Orchestra Symphony Orchestra (performer), Huang Yijun (conductor).
min jiang ju zi hong	Zhang Ke! Creation Group of Fujian Provincial Federation of Literary and Art Circles? Li Lingjun, Zhang Fa, Dai Yun, Shi Jiufeng, Zhang Yan, Bai Mu, Xie Yibing, Shi Yuan, Zhang Huijun, Cao Duo! Yao Shiquan (photography), Li Yinghai (composition), Fang Yu (deputy) Director), Wu Chengpu (Associate Producer), Ge Shicheng (Artist), Chen Jinrong (Recording), China Central Broadcasting Orchestra (Performer), Li Yinghai (Conductor).
nan dao feng yun	Bai Chen! Li Yingmin? Shangguan Yunzhu, Sun Daolin, Mu Hong, Hu Xiaojun, Zhong Xinghuo, Sun Yongping, Feng Qi, Li Wei, Lan Gu, Liu Ran, Xu Wei, Jin Naihua, Chen Ke, Deng Nan! Zhu Jing (Photographer) , Wang Yuebai (Artist), Hu Dengren (Artist), Zhang Linyi (Composer), Li Liehong (Recording), Zheng Fang (Associate Director), Lu Jue (Associate Director), Zhang Youliang (Associate Producer), Shanghai Symphony Orchestra (Performer) ), Huang Yijun (conductor).
song jing shi	Zheng Junli, Sun Yu! Chen Baichen, Jia Ji? Cui Wei, Tao Jin, Zhang Yi, Wen Xiying, Shu Rong, Zhang Liang, Wu Yin, Sha Li, Li Baoluo, Zhang Hongmei, Comfort, Liu Fei, Jiang Rui, Dream Stone, Yu Fei , Wang Qi, Shi Jiufeng, He Jianfei, Shi Hui, Han Tao, Guan Hongda, Qiu Yuefeng, Yang Hua, Yuan Zhiyuan, Dong Lin, Fu Botang, Gu Yelu, Lu Shan, Chen Bo, Gao Xiaoou! Zhou Daming (photography), He Luting (composition ), Huang Han (editing), Wang Tiebin (makeup), Lu Jingguang (artist), Ge Shicheng (artist), Ding Bohe (recording), Zhang Yushan (special effects design), Zhou Feng (assistant director), He Lu (assistant director) , Tian Ye (Assistant Director), Rong Mengyuan (Historical Consultant), Huang Jie (Producer), Simon (Associate Producer), Shanghai Orchestra (performer), Shanghai Film Orchestra (performer).
shang jin shan	Huang Zumo! ? Gu Yujun, Fang Zhujun! Zhang Xibai (Set Design), Qian Yu (Photography), Gao Chao (Music Director), Jiang Yisu (Stunt Design), Zhou Shimu (Stunt Cinematography), Jin Zhaoyuan (Stage Director), Fang Chuanyun (Dance Director).
guang chang za ji biao yan	Wang Lingu! ? ! Wu Lun (Editor), Huang Shaofen (Photography), Wei Tiezheng (Artist), Chen Gexin (Composer), Xue Zhichang (Recording), Huang Han (Editor), Le Yuhou (Styling), Liu Heqing (Stage Director) ), Shanghai Symphony Orchestra (performer), Chen Gexin (conductor).
lian yin	Zhang Tianci! Fujian Provincial Hokkien Opera Team? Lin Ganshan, Li Mingyu, Lin Fengchen, Lin Wuxia, Tang Xiushan, Chen Chunli! Chen Gexin (music director), Luo Congzhou (photography), Zhang Xibai (set design), Xu Changxin (set design) Design), Lin Bingsheng (recording), Xu Jin (Stage Director), Jin Xiangting (Stage Director), Chen Yiliang (Stage Director).
tian xian pei	Shi Hui! Sang Hu? Yan Fengying, Zhang Yunfeng, Ding Zichen, Pan Huanxing, Ding Junmei, Zhang Ping, Wang Shaofang, Hu Xialin, Wang Shaomei, Pan Xiayun, Jiang Pengan! Luo Congzhou (photography), Hu Zhuoyun (set design), music of Huangmei Theater Troupe of Anhui Province Group (Arrangement), Anhui Huangmei Drama Troupe Music Group (Composer), Xue Zhichang (Recording), Zhou Yunlin (Recording), Xu Jin (Stage Director), Ge Yan (Music Consultant), Qiao Zhiliang (Dance Director), Zhou Shimu (Stunt Effects) Cinematography), Jiang Yisu (stunt effects), Zhang Xibai (costume design), Deng Yimin (assistant director), Shanghai People&#39;s Shanghai Opera Troupe music group (performer), Shanghai Orchestra Chinese Orchestra (performer), Anhui Huangmei Drama Troupe music group (performer), Shi Bailin (conductor).
jiao yin	Yan Jizhou! Yan Jizhou? Ren Dongsheng, Li Zhiyuan, Zhou Qi, Li Hongchang, Tang Deming, Zheng Chunpei, Yang Jiao, Mingxuan! Li Erkang (photography), Kou Honglie (set setting), Gao Liang (composition), Li Yan (recording), Ma Jixing (assistant director) ), Zhang Peiduo (assistant camera), Xu Mingdao (assistant camera), Zuo Fen (editing), Fang Li (makeup), Tong Xiangtian (stunt effects), Ming Yi (drama), Li Dianlin (fireworks), Zhang Chengfan (props), Bayi Film Studio Orchestra (performer), Li Weicai (conductor).
huang he da he chang	Lu Ban! Lu Ban? Cen Bing, Jiao Yunyu, Lin Zhonghua! Xi Xinghai (composition), Guang Weiran (lyricist), Gao Hongtao (photography), Wang Ximao (photography), Qin Wei (artist), Liu Zhao (recording), He Shide (Music Consultant), Li Huanzhi (Music Consultant), Chinese People&#39;s Liberation Army Song and Dance Troupe (Singing), Chinese People&#39;s Liberation Army General Political Department Art Troupe (Performing), New Film Studio Orchestra (Performing), Shi Leyang (Conducting), Li Jing (conductor).
hu xue zhui zong	Huang Can! Ying Ci, Ren Guilin, Wang Yutang? Yin Zhiming, Liu Zengqing, Xu Shiyan, Xiang Junshu, Li Jingbo, Li Jie, Ye Linlang, Gao Jun, An Zhenjiang, Zhao Lian, Li Yunong, Zhang Fengxiang, Liu Zuochang, Li Lin, Zan Yiping, Li Yalin, He Ruyu, Lan Qun! Nie Jing (photography), Dong Ping (set design), Wang Bo (composition), Lou Zhanghou (composition), Yuan Mingda (recording), Chen Huaiai (assistant director) , Fu Zhengyi (editing), Pan Ying (theater director), Changying Orchestra (performer), Yin Shengshan (conductor).
pu bu mie de huo yan	Yilin! Xi Rong, Ma Feng? Ge Zhenbang, Du Zheng, Ding Weimin, Wang Zhifang, Han Yan, Wang Jingfang, Xu Cheng, Yu Zhongyi, Ren Weimin, Gao Ping, Cheng Chen, Liang Yin, Yu Chunzao, Wang Jian, Gao Rongdi, Zhu Lin, Zhao Baohua, Deng Shaoyin, Peng Bo, Zhang Yang, Zheng Xiaojun, Ma Ming! Wang Qimin (photography), Tong Jingwen (art design), Su Min (composition), Shen Guli (recording), Lei Keng (assistant director), Luo Tai ( Assistant Director), Liao Fan (Stage Director), Chen Bingzhong (Stunt Design), Guo Jiadong (Stunt Photography), Changying Orchestra (performer), Beijing Film National Orchestra (performer), Yin Shengshan (conductor).
xin ju zhang dao lai zhi qian	Lu Ban! Yu Yanfu? Li Jingbo, Chen Guangting, Han Yan, Cui Zhaosheng, Ren Weimin, Pu Ke, Su Jianfeng, Zhang Hui, Fang Hua! Wang Chunquan (photography), Li Jida (composition), Wang Tao (art design), Sui Xizhong (recording) , Chen Zhiyuan (theater director), Changying Orchestra (performer), Ma Lin (conductor).
ma lan hua kai	Li Enjie! Lin Yi? Qin Yi, Pu Ke, Huang Fei, Liu Zhenzhong, Ling Yuan, Yuan Xiaojun, Lan Lan, Gao Bo, Mu Hong, Wang Chunying, Li Meng, Meng Shun, Huang Suying! Han Zhongliang (Photographer), Lei Zhen Bang (composer), Wang Xingwen (set design), Hong Jiahui (recording), Ma Yu (associate director), Liu Shuihang (theater director), Changying Orchestra (performer), Yin Shengshan (conductor).
ge ge he mei mei	Su Li! Yan Gong? Su Liqun, Liu Nailin, Xiong Saisheng, Qin Yi, Qi Li, Wang Bin, Li Dongdong, Ouyang Mingde, Tian Yan! Li Guanghui (photography), Quan Ruying (composition), Tong Jingwen (art design), Que Jingxiu (Recording), Wang Lan (Associate Director), Guo Zhenting (Associate Cinematography), Liu Li (Stage Director), Changying Orchestra (Performer), Yin Shengshan (Conductor).
ma	Yuan Naichen! Lei Jian? Fang Hua, Xi Yuming, Ren Weimin, Lan Lan, Zhou Wenbin, Xiong Saisheng, Pan Demin, Ma Shida, Ma Shufu, Gao Ping! Ge Weiqing (Cinematography), Li Ning (Composer), Jing Ran (Stage Director) , Wang Chong (art design), Zhang Jianping (recording), Changying Orchestra (performer), Yin Shengshan (conductor).
guan bu zhu	Zhang Xinshi, Liu Guoquan! Zhao Yuxiang? Li Shugu, Tian Jihai, Wang Yuzhu, Zhang Yun, Wu Guilin, Wu Zhende, Yang Zhennian, Hu Zhenhe, Lu Qifeng, Lin Yilan, Wang Dali! Wang Qimin (photography), Shi Weijun (set design), Che Ming ( Composer), Shen Guli (recording), Pan Ying (theatre director), Changying Orchestra (performer), Ma Lin (conductor).
ma ma yao wo chu jia	Can Huang! Ji Ye? Bai Ruitong, Liu Shilong, Huang Suying, Bai Mei, Yang Wei, Guo Yiwen, Jiang Yan, Ren Weimin, Liu Bo, Liu Ru, Cui Fuchen, Cheng Chen! Chen Minhun (photography), Dong Ping (designer) ), Li Ning (composition), Wang Bo (composition), Hong Di (recording), Huang Ye (assistant director), Liao Fan (theater director), Changying Orchestra (performer), Ma Lin (conductor).
pi bao	Wang Lan! Tian Ye? Su Liqun, Wang Guangru, Zhang Fengxiang, Ouyang Mingde, Che Xuan, Zhang Juguang, Pan Demin! Li Guanghui (photography), Quan Ruying (composition), Hua Yongzhuang (theatre director), Tong Jingwen (art design), Que Jingxiu (recording), Liu Li (assistant director), Changying Orchestra (performer), Ma Lin (conductor).
bu ju xiao jie de ren	Lu Ban! He Chi? Bai Mu, Zhang Shouqing, Ma Yuling, Hou Xu, Yin Xiucen, Huang Wansu, Shi Lin, Gao Ping, Mona! Wang Chunquan (photography), Wang Tao (art), Ma Lin (composition), Sui Xizhong (recording), Chen Zhiyuan (theater director), Changying Orchestra (performer), Ma Lin (conductor).
ru ci duo qing	Fang Ying! Luo Tai? Ye Linlang, Song Xuejuan, Qin Han, Zhou Ke, Li Yalin, Liu Zengqing, Gao Ping, An Zhenjiang, Duan Bin, Huang Wansu! Ge Weiqing (photography), Wang Tao (art design), Lou Changhou (composition), Wang Lin (recording), Chen Zhiyuan (theater director), Changying Orchestra (performer), Ma Lin (conductor).
guo qing shi dian zhong	Wu Tian! Wu Tian? Yin Zhiming, Zhao Lian, Zhao Ziyue, Li Jie, Zhou Senguan, Guo Yiwen, Lu Zhenji, Ma Shida, Zhang Wei, Yan Huang, Bai Ruitong, Pu Ke, Wang Chunying, Ren Yi, He Xiaoshu, Ouyang Mingde, Zhao Baohua, Yao Ying, Qu Wei! Nie Jing (photography), Zhang Jingnan (art design), Lei Zhenbang (composition), Yuan Mingda (recording), Fang Ying (assistant director), Jing Chen (assistant director), Chen Zi ( Interlude composer), Liu Yuhe (theater director), Changying Orchestra (performer), Lei Zhenbang (conductor).
shang gan ling	Sha Meng, Lin Shan! Lin Shan, Cao Xin, Sha Meng, Xiao Mao? Gao Baocheng, Xu Linge, Zhang Liang, Li Shukai, Liu Lei, Liu Yuru, Bai Yingkuan, Tian Lie, Zhang Jianyou, Zhang Fengxiang, Zhang Juguang, Wang Feng! Zhou Daming (Photography), Liu Xueyao (Art Design), Liu Chi (Composer), Chen Wenyuan (Recording), Zhao Maochen (Military Advisor), Hua Sun (Assistant Director), Wang Yuru (Stunt Photography), Cai Guang (Stunt Design), Wu Yu ( Theater director), Dong Jichen (assistant director), Qiao Yu (lyricist), Guo Lanying (solo), New Film Orchestra (performer), Changying Orchestra (performer), Chen Weiwen (conductor).
liu qiao er	Yilin! Collective Creation-Li Xiaochong? Fan Guanying! Han Zhongliang (photography), Yang Pei (arranger), Wang Xingwen (artist), Hong Jiahui (recording), Liu Tang (theater director), China Ping Theater Band (performance), Changying Orchestra (performance), Yang Pei ( Conductor), China Ping Theater (performance).
hua mu lan	Liu Guoquan, Zhang Xinshi! Henan Yu Theater Screenwriter Team? Chang Xiangyu, Wu Bibo, Tang Lanxiang, Wang Yulian, Zhang Dexun, Wang Yunjie, Chen Jinbang, Huo Yunpei, Zhao Yiting, Ma Tiande, Liu Fengqin, Wang Ruyi, Xuan Yaoge, Han Yusheng, Jiang Yunde! Chen Min Soul (Photography), Lou Zhanghou (Arrangement), Jiang Hongxuan (Arrangement), Zhao Zaisheng (Arrangement), Liu Jinding (Artist), Huang Lijia (Recording), Niu Jingchun (Stage Director), Henan Yu Theater Orchestra ( Accompaniment), Henan Yu Theater (performance).
mei lan fang de wu tai yi shu (xia ji)	Wu Zuguang! ? Liu Lianrong, Xiao Changhua, Mei Lanfang, Li Qingshan, Mei Lanfang, Xiao Changhua, Jiang Miaoxiang! Wu Weiyun (Chief Photography), Wang Decheng (Photography), Zhang Zuobin (Photography), Han Shangyi (Artist), Wang Shaozeng (Recording), Cen Fan (Associate Director), Wei Manqing (Producer), Ji Shaolan (Associate Producer), Hu Ruosi (Painting), Zhao Xinming (Lighting), Zhang Shuren (Editing), Mei Lanfang Troupe Band (Performance).
luo shen	Wu Zuguang! Mei Lanfang? Mei Lanfang, Jiang Miaoxiang! Wu Weiyun (Chief Cinematography), Wang Decheng (Photography), Zhang Zumobin (Photography), Han Shangyi (Artist), Wang Shaozeng (Recording), Cen Fan (Assistant Director), Ji Shaolan ( Associate Producer), Hu Ruosi (painting), Zhao Xinming (lighting), Zhang Shuren (editing), Mei Lanfang Troupe Band (performance).
huang shan lei	Wu Zuguang! Wu Zuguang? Cheng Yanqiu, Li Siguang, Jia Duocai, Qian Yuantong, Yu Shiwen, Hu Xueli, Li Shaoguang, Su Shenggui, Li Danlin, Hou Xirui, Qian Baosen! Zhang Zumobin (Photography), Li Zhongyun (Painting), Ji Shaolan (Associate Producer) Film Director), Cen Fan (Associate Director), Yu Yiru (Artist), Wang Shaozeng (Recording), Zhang Guangyu (Art Consultant), Zhang Zhengyu (Art Consultant), Ding Cong (Art Consultant), Zhang Weiyuan (Art Consultant), Sheng Jialun (Music Consultant), Zhong Shizhang (Prelude), China Peking Opera Orchestra (performer), Cheng Yanqiu Troupe Orchestra (performer).
zhu fu	Sang Hu! Xia Yan? Bai Yang, Wei Heling, Li Jingbo, Di Li, Guan Zongxiang, Li Mengyao, Liang Xin, Jin Feng, Han Yan, Yuan Sida, Che Xiaotong, Qin Duo, Shi Lin, Li Jian, Ling Yuan, Ding Weimin, Shi Meifen , Cai Anan, An Ran, Li Yunong, Jin Ahu! Qian Jiang (photography), Chi Ning (art), Liu Ruzeng (composition), Chen Yanxi (recording), Chen Huaiai (assistant director), Yu Shuzhao (assistant photography), Sun Hongkui (Makeup), Sun Song (Costume Design), Dai Hao (Producer), Li Bingzhong (Associate Producer), Xinying Orchestra (Performer), Chen Weiwen (Conductor).
wei le he ping	Zuo Lin! Ke Ling? Zhao Dan, Ren Shen, Xu Ming, Yuan Zhiyuan, Comfort, Zheng Min, Bai Yang, Feng Xiao, Qi Heng, Qin Wen, Statement! Xu Qi (Photographer), Ding Chen (Artist), Qu Xixian (Composer) ), Zhang Fubao (recording), Daxu (makeup), Yu Zhongying (associate director), Zhu Honggang (associate producer), Shanghai Symphony Orchestra (performer), Huang Yijun (conductor).
chun tian lai le	Gu Zhiwei, Huang Zumo! Lu Yanzhou? Sun Daolin, Jiang Shan, Bai Mu, Zhang Yan, Gao Yiyun, Fan Xuepeng, Cao Duo, Cui Wenshun, Jin Naihua, Li Paulo, Niu Wu, Tan Yun, Jiang Rui, Wang Yi, Hu Xiaohan, Ma Ji, Blue Valley, Wang Jun! Qian Yu (Photography), Ji Ming (Composer), Wang Yuebai (Artist), Wu Jianghai (Recording), Wu Shaowei (Associate Producer), Shanghai Experimental Opera Troupe Orchestra (Performance), National Orchestra ( performance), Yin Shengshan (conductor).
qiu weng yu xian ji	Wu Yonggang! Wu Yonggang? Qi Heng, Guan Hongda, He Jianfei, Li Ji, Xia Tian, ​​Ji Hong, Lin Bin, Li Zongqiang, Wen Linquan, Wang Xiaorong, Wang Lan, Chen Ke, Hong Jingling, Cheng Zhi, Wang Wei, Zhang Zhizhi, Zhang Hongli! Zhou Shimu (Photography) , Dai Shengchao (photography), Hu Zhuoyun (artist), Huang Chong (artist), Huang Zhun (composition), Huang Dongping (recording), Lai Jinhui (lyricist), Wu Yonggang (lyricist), Xue Chuangang (choreographer), Shen Chuanzhi (choreographer) . Shanghai Experimental Theater Chorus (singing), Li Bingshen (conducting).
xiao bai qi de feng bo	Gao Heng! Bao Shi? Jiang Tianliu, Wu Yin, Wang Ti, Zhao Shuyin, Shi Ling, Li Wei, Jiang Shan, Cao Duo, Fang Bo, Gao Yiyun, Xie Yibing, Li Yong! Shen Xilin (photography), Dian Guohao (photography), Liang Hanguang (Composer), Huang Jianfeng (Artist), Wu Qiwen (Artist), Ren Xinliang (Recording), Huang Han (Editing), Fang Bo (Assistant Director), Chen Junde (Story Manager), Shanghai Film Orchestra (Performance), Li Bingshen (Conductor) ).
shei shi xiong shou	Fang Yu! Sun Qian? Shu Ning, Bai Mu, Gao Xiaoou, Zhang Wan, Lan Gu, Jiang Rui, Su Yun, Wang Guilin, Li Nong, Shang Hua, Yu Mingde, Ling Yun, Zhou Min, Ling Zhihao! Yao Shiquan (Photographer), Tu Xianruo (Composer), Yan Bili (Assistant Director), He Ruiji (Artist), Fu Shuzhen (Artist), Zhou Hengliang (Recording), Shen Xiyuan (Stage Manager), Shanghai Film Orchestra (Performer), Li Bingshen (Conductor).
mu qin	Ling Zifeng! Haimo? Zhang Ruifang, Zhang Yi, Qin Wen, Shi Wei, Jin Yan, Zhang Ziliang, Yang Gongmin, Li Nong, Feng Qi, Li Wei, Yang Hua, Ling Yun, Statement, Zheng Min! Zhu Jing (Photographer), Lu Jingguang (Artist), Wang Yunjie (Composer), Zhu Weigang (Recording), Ouyang Hongying (Assistant Director), Jiang Yusheng (Associate Producer), Shanghai Film Orchestra (Performer), Shanghai Chinese Orchestra (Performer), Li Bingshen (Conductor) .
luo shui ji	Zhou Feng! Li Tianji? Zhang Gan, Bao Qi, Cui Wenshun, Hu Qinghan, Wang Zongyao, Yang Hua, Liu Jie, Zeng Chang, Zhang Mingyu, Zhou Ying, Zhou Yiqin! Yao Meisheng (photography), Ju Wei (photography), Ge Xingzun (artist), Jiang Yulin (composer), Liu Guangjie (recording), Huang Han (editing), He Lu (assistant director), Jin Longbao (drama), Shanghai Film Orchestra (performer), Li Bingshen (conductor).
xiao huo ban	Ge Xin! Haimo? Cai Yuanyuan, Guo Yuntai, Wu Yin, Zhang Zhizhi, Zhao Yurong, Qi Heng, Mo Chou, Zhu Quangen! Shi Fengqi (photography), Zhong Yongqing (artist), Guan Yinchen (composition), Wu Hua (recording ), Wei Chunbao (editing), Ma Yonghua (stunt photography), Xiao Zhen (stunt design), Yin Zi (assistant director), Lu Lizhi (theater director), Shanghai Film Orchestra (performer), Li Bingshen (conductor).
li shi zhen	Ups and downs! Zhang Huijian? Zhao Dan, Zhong Xinghuo, Gao Xiaoou, Qian Qianli, Jiang Shan, Gu Zhizhi, Ren Shen, Li Ji, Ye Gao, Ling Yun, Xia Tian, ​​Comfort, Gu Yelu, Deng Nan, Yao Nianyi, Shu Xiuwen, Kang Tai, Han Tao, Shi Ling, Cheng Zhi, Chen Min! Luo Congzhou (Photography), Hu Zhuoyun (Artist), Ji Ming (Composer), Ding Bohe (Recording), Wang Tiebin (Makeup), Lu Jue (Associate Director), Ding Li (Story Manager) Director), Shanghai Film Orchestra (performer), Li Bingshen (conductor).
liang ge xiao zu qiu dui	Liu Qiong! Liang Yanjing? Zhao Mao, Liu Xianwen, Wang Bei, Li Yunzhong, Cheng Yin, Cao Lei, Gu Jingzi, Qiang Ming, Han Fei, Zhang Huaqiang, Jin Jiaxiang, Fan Xuepeng, Wei Meide, Gu Yelu, Fang Feifei, Fang Chuanbao, You Ci Qi, Wang Guochen, Wu Wenzhong, Wu Qipeng, Yu Qizhen, He Youliang, Meng Xiangsheng, Yu Luang, Fan Changze, Xu Benwei, Liang Linsen, Tao Xiaojian, Huang Zimin, Chen Dinghui, Chen Chengzao, Chen Xuexing, Chen Chunming, Zhang Fukang, Zhang Wan, Zhao Yulin, Zhao Jie , Guo Fuzhong, Li Jiping, Huo Wenwen, Qian Yongming, Xiao Changlin, Xue Long, Qu Jian, Gu Fan! Cha Xiangkang (photography), Lu Junfu (photography), Zhang Xibai (artist), Li Yinghai (composition), Chen Jinrong (recording), Qiang Ming (Associate Director), Liu Guangbiao (Football Director), Chen Zhonghao (Stage Director), Shanghai Film Orchestra (Performer), Li Bingshen (Conductor).
tie dao you ji dui	Zhao Ming! Liu Zhixia? Cao Huiqu, Qin Yi, Feng Zhe, Feng Qi, Feng Xiao, Deng Nan, Zhong Xinghuo, Statement, Zheng Min, Shi Ling, Liu Fei, Li Yong, Li Qizhen! Feng Sizhi (Photographer), Zhang Hanchen (Artist), Lu Qiming (Composer), Lu Zhongbo (Recording), Zhou Jiasheng (Stunt Design), Kong Jicheng (Stunt Photography), Liu Jinshan (Military Advisor), Che Jilin (Military Advisor), Xu Jin (Stage Director), Shanghai Film Orchestra (Performer), Li Bingshen (conductor).
jia	Chen Xihe, Ye Ming! Chen Xihe? Wei Heling, Jiang Rui, Cheng Zhi, Dai Yun, Ma Ji, Zhang Fei, Zhang Ruifang, Xuan Jinglin, Fan Xuepeng, Wang Danfeng, Xie Yibing, Fu Huizhen, Han Tao, Yang Hua, Di Fan, Sun Daolin, Zhang Hui, Hu Xiaohan, Wang Yi, Huang Zongying, Wang Wei, Yu Mingde, Zheng Min, Zhang Ziliang, Zhu Sha! Xu Qi (photography), Huang Zhun (composition), Lu Qiming (composition), Da Xu (makeup), Chen Xi ( Editing), Ding Chen (Artist), Lin Bingsheng (Recording), Zhu Honggang (Associate Producer), Shanghai Orchestra (Performer), Li Bingshen (Conductor).
sha mo li de zhan dou	Tang Xiaodan! Wang Yuhu? Wen Xiying, Zhang Yuan, Wei Yuping, Mu Hong, Yang Weiru, Mao Lu, Sultan Maijitov, Gao Zheng, Niu Wu, Tuohudi Maoletaiji, Yang Shougui, Nu Li Yazi Ilyasova! Li Shengwei (Photography), Gao Tian (Composer), Zhou Shimu (Stunt Photography), Ge Shicheng (Artist), Wu Jianghai (Recording), Miao Zhenyu (Recording), Gu Jiadong (Stunt Design), Deng Yimin (Assistant Director), Zhu Jinshun (Editor), Jiang Youan (Makeup), Wang Lingu (Producer), Shanghai Film Orchestra (Performer), Li Bingshen (Conductor).
sou shu yuan	Xu Tao! Yang Zijing, Mo Rucheng, Lin Xiangen? Ma Shizeng, Li Cuifang, He Jianqiu, Yin Boquan, Ren Tiekun, Tan Langbiao, Zhang Qiyun, He Guoyao, Red Line Girl, Li Feilong, Liu Meiqing, Yang Lizhu, Liang Guoxiong, Yang Yansheng, Zeng Yiyun, Liang Yaokun! Wu Weiyun (Photography), Han Shangyi (Artist), Huang Jinpei (Music Design), Huang Bumi (Music Design), Luo Peizhi (Music Design), Qiu Hongji (Music Design), Zhou Yunlin (Recording), Mak Dafei (Assistant Director) , Le Yuhou (makeup), Wu Shaowei (Associate Producer), Guangdong Cantonese Opera Troupe Orchestra (performer), Shanghai Film Orchestra (performer), Huang Jinpei (conductor), Guangdong Cantonese Opera Troupe (performer).
shi wu guan	Tao Jin! Tao Jin? Zhou Chuanying, Bao Chuanduo, Zhou Chuanzheng, Xu Guanchun, Hua Chuanhao, Zhou Chuancang, Xue Chuangang, Zhang Fengyun, Zhang Yanyun, Zhu Guoliang, Wang Chuansong, Li Qianying, Gong Xiangfu, Shen Chuankun, Gong Shikui, Zhang Shie, Wang Shiyao, Hu Junlan! Huang Shaofen (Photography ), Chen Zhenxiang (Cinematography), Lu Jingguang (Artist), Li Rongqi (Composer), Zhou Chuanzheng (Composer), Zhang Fubao (Recording), Wu Xiangzhi (Assistant Director), Chen Xiangxing (Editing), Webb (Associate Producer), Zhang Dinghe (Music), Zhu Fuming (Music Consultant), Zhejiang Kunsu Troupe Music Group (Performer), Xiang Jingen (Conductor), Zhejiang Kunsu Troupe (Performance).
song shi jie	Ying Yunwei, Liu Qiong! Sang Hu? Zhou Xinfang, Liu Binkun, Huo Xintao, Xiao Wenlin, Lu Yulan, Li Shengzuo, Zhao Deyu, Liu Shaochun, Li Yuru, Tong Zhiling, Wang Zhikui, Huang Zhengqin, Qiu Yunfang, Wang Sishui, Xiong Zhilin, Shen Jinbo , Xu Jianzheng! Huang Shaofen (photography), Han Shangyi (artist), Zhang Xibai (artist), Zhang Linyi (music), Zhang Xinhai (music), Chen Jinrong (recording), Chen Zhonghao (play director), Chen Xiangxing (editing), Le Yuhou ( makeup), Shanghai Peking Opera Theater (performance).
an tang xiang hui	Yu Zhongying! Wu Baixiong, Mu Shui, Yu Jiejun, Xie Ming? Shen Peihua, He Feng! Qian Yu (photography), Zhang Xiling (photography), Ling Lei (art artist), Cheng Ruxin (composition), Zheng Hua (composition), Xue Zhichang (recording ), Wu Ying (recording), Ding Li (theatre director), Feng Huang (band conductor), Jiangsu Provincial Tin Troupe (performance).
zhou xin fang de yi shu sheng huo	! ? ! Tao Xiong (editor).
an tang ren mu	Yang Xiaozhong! Chen Jing? Yao Cheng, Tan Junqing! Zhang Xiling (photography), Cao Weiye (photography), Ling Lei (artist), Cheng Ruxin (composition), Zheng Hua (composition), Ye Fuqing (composition), Wang Mengyu (composition), Xue Zhichang (recording), Wu Ying (recording), Ding Li (theatre director), Feng Huang (band conductor), Jiangsu Tin Troupe (performance).
ge ma	Zhang Tianci! Art Committee of Wuhan Chu Opera Troupe? Xiong Jianxiao, Li Yaqiao, Chen Meicun, Xiao Shouzhen! Cha Xiangkang (photography), Lu Junfu (photography), Li Jinhui (music), Yi Youzhuang (music), Wang Jun (conductor) , Jin Zhaoyuan (theater director), Wang Yuebai (artist), Shao Zihe (recording), Wuhan Chu Opera Troupe (performance).
