li shi zhen;Shen Fu;Zhang Huijian;Zhao Dan, Zhong Xinghuo, Gao Xiaoou, Qian Qianli, Jiang Shan, Gu Eryi, Ren Shen, Li Ji, Ye Gao, Ling Yun, Xia Tian, Shu Shi, Gu Yelu, Deng Nan, Yao Nianyi, Shu Xiuwen, Kang Tai, Han Tao, Shi Ling, Cheng Zhi, Chen Min;Ding Bohe (recording), Shang Yingletuan (band play), Ji Ming (composing), Ding Li (theater director), Wang Tiebin (make up), Luo Congzhou (photography), Lu Jue (deputy director), Hu Zhuoyun (artist), Li Bingshen (conductor)
liang ge xiao zu qiu dui;Liu Qiong;Liang Yanjing;Zhao Mao, Liu Xianwen, Wang Bei, Li Yunzhong, Cheng Yin, Cao Lei, Gu Jingzi, Qiang Ming, Han Fei, Zhang Huaqiang, Jin Jiaxiang, Fan Xuepeng, Wei Meide, Gu Yelu, Fang Feifei, Fang Chuanbao, You Ciqi, Wang Guochen, Wu Wenzhong, Wu Qipeng, Yu Qizhen, He Youliang, Meng Xiangsheng, Yu Lvang, Fan Zhangze, Xu Benwei, Liang Linsen, Tao Xiaojian, Huang Zimin, Chen Dinghui, Chen Chengzao, Chen Xuexing, Chen Chunming, Zhang Fukang, Zhang Wan, Zhao Yulin, Zhao Jie, Guo Fuzhong, Li Jiping, Huo Wenwen, Qian Yongming, Xiao Zhanglin, Xue Long, Ju Jian, Gu Fan;Li Yinghai (composing), Shang Yingletuan (band play), Cha Xiangkang (photography), Chen Zhonghao (theater director), Chen Jinrong (recording), Lu Junfu (photography), Zhang Xibai (artist), Liu Guangbiao (football coaching), Li Bingshen (conductor), Qiang Ming (deputy director)
tie dao you ji dui;Zhao Ming;Liu Zhixia;Cao Huiqu, Qin Yi, Feng Zhe, Feng Qi, Feng Xiao, Deng Nan, Zhong Xinghuo, Chen Shu, Zheng Min, Shi Ling, Liu Fei, Li Yong, Li Qizhen;Che Jilin (military adviser), Shang Yingletuan (band play), Feng Sizhi (photography), Xu Jin (theater director), Zhang Hanchen (artist), Lv Qiming (composing), Zhou Jiasheng (stunt design), Kong Jicheng (trick photography), Li Bingshen (conductor), Lu Zhongbo (recording), Liu Jinshan (military adviser)
jia;Chen Xihe, Ye Ming;Chen Xihe;Wei Heling, Jiang Rui, Cheng Zhi, Dai Yun, Ma Ji, Zhang Fei, Zhang Ruifang, Xuan Jinglin, Fan Xuepeng, Wang Danfeng, Xie Yibing, Fu Huizhen, Han Tao, Yang Hua, Di Fan, Sun Daolin, Zhang Hui, Hu Xiaohan, Wang Yi, Huang Zongying, Wang Wei, Yu Mingde, Zheng Min, Zhang Ziliang, Zhu Sha;Huang Zhun (composing), Shang Hailetuan (band play), Zhu Honggang (associate Producer), Ding Chen (artist), Lv Qiming (composing), Lin Bingsheng (recording), Li Bingshen (conductor), Chen Xi (editing), Da Xu (make up), Xu Qi (photography)
sha mo li de zhan dou;Tang Xiaodan;Wang Yuhu;Wen Xiying, Zhang Yuan, Wei Yuping, Mu Hong, Yang Yuru, Mao Lu, Sultan Maigitov (Uyghur), Gao Zheng, Niu Wu, Tohudi Maultaiji (Uyghur), Yang Shougui, Nuliaz Ilyasova (Uyghur);Wu Jianghai (recording), Jiang Youan (make up), Gao Tian (composing), Li Bingshen (conductor), Zhu Jinshun (editing), Ge Shicheng (artist), Shang Yingletuan (band play), Gu Jiadong (stunt design), Wang Lingu (production manager), Miao Zhenyu (recording), Zhou Shimu (trick photography), Li Shengwei (photography), Deng Yimin (assistant director)
sou shu yuan;Xu Tao;Yang Zijing, Mo Rucheng, Lin Xiangen;Ma Shiceng, Li Cuifang, He Jianqiu, Yin Boquan, Ren Tiekun, Tan Langbiao, Zhang Qiyun, He Guoyao, Hong Xiannv, Li Feilong, Liu Meiqing, Yang Lizhu, Liang Guoxiong, Yang Yansheng, Ceng Yiyun, Liang Yaokun;Guang Dongyuejutuanledui (band play), Mai Dafei (deputy director), Wu Yuyun (photography), Wu Shaowei (associate Producer), Zhou Yunlin (recording), Shang Yingletuan (band play), Huang Jinpei (conductor), Luo Peizhi (music design), Le Yuhou (make up), Huang Bumie (music design), Chou Hongji (music design), Guang Dongyuejutuan (appearing), Han Shangyi (artist)
shi wu guan;Tao Jin;Tao Jin;Zhou Chuanying, Bao Chuanduo, Zhou Chuanzheng, Xu Guanchun, Hua Chuanhao, Zhou Chuancang, Xue Chuangang, Zhang Fengyun, Zhang Yanyun, Zhu Guoliang, Wang Chuansong, Li Qianying, Gong Xiangfu, Shen Chuankun, Gong Shikui, Zhang Shie, Wang Shiyao, Hu Junlan;Huang Shaofen (photography), Chen Zhenxiang (photography), Zhang Dinghe (music), Zhe Jiangkunsujutuanyinlezu (band play), Wu Xiangzhi (assistant director), Zhu Fuming (music consultant), Wei Bu (associate Producer), Xiang Jingen (conductor), Zhou Chuanzheng (composing), Li Rongqi (composing), Chen Xiangxing (clip), Lu Jingguang (artist), Zhang Fubao (recording), Zhe Jiangkunsujutuan (appearing)
song shi jie;Ying Yunwei, Liu Qiong;Sang Hu;Zhou Xinfang, Liu Binkun, Huo Xintao, Xiao Wenlin, Lu Yulan, Li Shengzuo, Zhao Deyu, Liu Shaochun, Li Yuru, Tong Zhiling, Wang Zhikui, Huang Zhengqin, Qiu Yunfang, Wang Sishui, Xiong Zhilin, Shen Jinbo, Xu Jianzheng;Huang Shaofen (photography), Shang Haijingjuyuan (appearing), Zhang Linyi (music), Chen Zhonghao (theater director), Chen Jinrong (recording), Chen Xiangxing (clip), Zhang Xibai (artist), Le Yuhou (make up), Zhang Xinhai (music), Han Shangyi (artist)
an tang xiang hui;Yu Zhongying;Wu Baixiong, Mu Shui, Yu Jiejun, Xie Ming;Shen Peihua, He Feng;Ling Lei (artist), Xue Zhichang (recording), Ding Li (theater director), Zhang Xiling (photography), Zheng Hua (composing), Cheng Ruxin (composing), Wu Ying (recording), Feng Huang (Bandleader), Jiang Sushengxijutuan (appearing), Qian Yu (photography)
zhou xin fang de yi shu sheng huo;;;;Tao Xiong (edit)
an tang ren mu;Yang Xiaozhong;Chen Jing;Yao Cheng, Tan Junqing;Ling Lei (artist), Xue Zhichang (recording), Ding Li (theater director), Zhang Xiling (photography), Zheng Hua (composing), Ye Fuqing (composing), Cheng Ruxin (composing), Wu Ying (recording), Feng Huang (Bandleader), Jiang Sushengxijutuan (appearing), Wang Mengyu (composing), Cao Weiye (photography)
ge ma;Zhang Tianci;Wu Hanshichujutuanyiweihui;Xiong Jianxiao, Li Yaqiao, Chen Meicun, Xiao Shouzhen;Cha Xiangkang (photography), Wang Jun (conductor), Jin Zhaoyuan (theater director), Lu Junfu (photography), Li Jinhui (music), Shao Zihe (recording), Wang Yuebai (artist), Yi Youzhuang (music), Wu Hanshichujutuan (appearing)
chong po li ming qian de hei an;Ding Li, Wang Ping, Liu Peiran;Fu Duo;Jin Xin, Tian Yumin, Xi Dechang, Li Qihuang, Gao Baocheng, Xing Zhixian, Cao Rui, Zhang Haoran, Wei Qinghuai, Chen Lizhong, Li Po, Li Li, Zhang Yuanfang, Yan Jizhou, Yang Jiao, Wei Min, Li Siye, Yan Xiaopeng, Fan Botao, Li Xuehong, Guo Yun, Sun Xianyuan, Liu Jiyun, Cheng Liye, Bi Xu;Cheng Liye (theater director), Li Weicai (composing), Wei Min (production manager), Wang Yin (stunt design), Guo Dazhen (recording), Chen Weiwen (conductor), Wang Wei (set design), Xin Yingletuan (band play), Cao Jinyun (photography)
zhei jue bu shi xiao shi qing;Yan Jizhou;Wang Shaoyan, Yan Jizhou;Zhang Haoran, Li Hongchang, Han Mei, Yan Xiaopeng, Wei Qinghuai, Fan Botao, Guo Hua, Xu Peili, Shi Yin, Li Siye, Yang Jiao, Zhao Hengduo, Sun Xianyuan, Deng Jingsu, Ming Zhaofang, Cao Rui, Li Zhiyuan, Bi Xu;He Baoding (recording), Gao Ruxing (composing), Chen Weiwen (conductor), Jiang Shi (photography), Xu Run (set design), Xin Yingletuan (band play)
you yuan jing meng (1956);Shi Lan;Xie Tian, Sang Fu, Yu Yanfu;Hou Baolin, Guo Qiru;Zhang Xiande (artist), Zhu Ge (trick photography), Tian Shizhen (artist), Zhao Yihu (associate Producer), Liu Zhao (recording), Xin Yingletuan (band play), Feng Guangtao (conductor), Zhang Zhaobin (photography), He Fang (composing), Zhang Erzan (trick photography), Li Yun (deputy director)
huang hua ling;Jin Shan;Jin Shan;Cui Wei, Wang Ban, Zhang Qianlian, Zhang Yunfang, Shao Hua;Qin Wei (art design), Xue Shenxing (recording), Ge Guangrui (composing), Xin Yingletuan (band play), Gao Hongtao (photography), Feng Guangtao (conductor), He Fang (composing), Ma Dechang (theater director)
bao feng zhong de xiong ying;Wang Yi;Shi Lu;Bai Dezhang, Liang Yin, Huo Deji, Guo Zhenqing, Qiu Qi, Yang Peisong, Liu Zhenzhong, Wu Bike, Sun Yu, Song Baoyi, Jin Yan, Lin Ruwei, Sun Ao, Liu Baode, An Zhenjiang;Bao Jie (photography), Song Guoyi (trick photography), Zhang Yingletuan (band play), Liang Shukui (stunt design), Ma Lin (conductor), Wang Guizhi (art design), Lei Keng (deputy director), Xu Huicai (composing), Lin Bingcheng (recording), Hao Weiguang (theater director)
ji jing de shan lin;Zhu Wenshun;Zhao Ming;Wang Xingang, Pu Ke, Che Xuan, Chen Rubin, Zheng Xiaojun, Bo Ruitong, Wang Jinrong, Wang Amei, Zhu Qing, Bai Mei, Gao Ping, Wang Jingfang, Ren Yi, Huang Shiguang, Li Yalin, Xia Peijie, Wu Ning;Bao Jie (photography), Zhang Yingletuan (band play), Quan Rubin (composing), Wang Yuru (trick photography), Ma Lin (conductor), Wang Guizhi (art), Guang Dao (deputy director), Cai Guang (stunt design), Lin Bingcheng (recording), Hao Weiguang (theater director)
wei wan cheng de xi ju;Lv Ban;Luo Tai, Lv Ban;Fang Hua, Chen Zhong, Zhang Qinzhen, Yan Huang, Ma Yuling, Lan Lan, Lu Min, Su Manre, Ning Jiaping, Bai Mei, Wu Yumei, Yan Jie, Du Fengxia;Xu Wei (art design), Zhang Yingletuan (band play), Zhang Yutian (composing), Zhang Jiang (photography), Ma Lin (conductor), Luo Tai (deputy director), Jing Ran (theater director), Zhang Jianping (recording)
fu shi (1957);Hua Sun;Lin Shan, Hua Sun, Dong Jishen;Che Xuan, He Xiaoshu, Zhang Fengxiang, Bai Mei, Meng Shun;Liu Yuhe (theater director), Zhang Yingletuan (band play), Wang Chong (art design), Shu Xiaoyan (photography), Yin Shengshan (conductor), Zhao Xinshui (deputy director), Yuan Mingda (recording), Sha Meng (art direction), Lou Zhanghou (composing)
qing chun de jiao bu;Yan Gong, Su Li;Xue Yandong;Yuan Mei, Liu Zengqing, Zhao Shangying, Li Jingbo, Cui Zhaosheng, Li Dongdong, Chen Ying, Wang Renmei, Lin Dongsheng, Peng Bo, Bo Ruitong, Wu Kejian;Qiao Yu (lyricist), Zhang Yingletuan (band play), Quan Rubin (composing), Tong Jingwen (art design), Yin Shengshan (conductor), Yang Wenyan (theater director), Li Guanghui (photography), Que Jingxiu (recording), Hua Yongzhuang (deputy director)
xun ai ji;Wang Yan;Wang Yan;Li Yunong, Ren Weimin, Gao Ping, An Qi, Su Jianfeng;Zhang Yingletuan (band play), Fang Weice (photography), Pan Ying (theater director), Yin Shengshan (conductor), Che Ming (composing), Shi Weigou (art design), Zhang Puren (deputy director), Chen Yudan (recording)
di xia jian bing;Wu Zhaodi;Liu Zhixiang;Pu Ke, Zhang Yuan, Zhang Juguang, Zhang Fengxiang, Xia Peijie, Meng Na, Zhu Lin, Liu Baode, Li Linzou, Chen Rubin, Li Mengyao, An Zhenjiang, Wu Bike, Wang Peili, Meng Xianying, Liu Jiabin;Zhang Yingletuan (band play), Chen Chen (trick photography), Li Ning (composing), Ma Lin (conductor), Chen Minhun (photography), Liu Li (theater director), Dong Ping (art design), Liu Shiru (stunt design), Jiang Junfeng (recording), Yin Yiqing (deputy director)
lu sheng lian ge;Yu Yanfu;Peng Jingfeng, Chen Xiping;Wang Jie, Song Xuejuan, Li Jingbo, Chen Guangting, Sun Yu, Xia Peijie, Bai Yingkuan, Li Yalin, Liang Yin, Wu Bike, Liu Ru, Ma Shida, Wang Yabiao;Yu Yanfu (lyricist), Zhang Yingletuan (band play), Hong Jiahui (recording), Wang Tao (art design), Lei Zhenbang (lyricist), Chen Bingzhong (stunt design), Wang Qimin (photography), Ma Lin (conductor), Peng Shouren (trick photography), Jing Hen (deputy director), Zhou Liangpei (lyricist), Shui Hang (theater director), Lin Yu (lyricist)
bian zhai feng huo;Lin Nong;Lin Yu, Yao Leng, Peng Jingfeng;Da Qi, Tian Lie, Pang Xuele, Ren Yi, Wei Qian, Gao Ping, Wang Xiaotang, Li Renlin, Liu Huiming, Zhou Wenbin, Song Baoyi;Song Guoyi (trick photography), Zhang Yingletuan (band play), Ma Lin (conductor), Zhou Xinghua (deputy director), Liu Xueyao (art design), Yin Shengshan (conductor), Wu Yu (theater director), Nie Jing (photography), Zhang Dichang (composing), Chen Wenyuan (recording), Lu Xipeng (stunt design)
mu nv jiao shi;Feng Bailu;Ji Ye;Lin Moyu, Zhang Hui, Liu Baoshu, Ma Ming, Ma Loufu, Wei Qian, Zi Qian, Li Yalin, Zhang Juguang, Wang Mianzhi, Yuan Xiaojun;Zhang Yingletuan (band play), Fu Jincheng (assistant photography), Wang Yuru (photography), Li Xi (composing), Chen Zhiyuan (theater director), Hong Di (recording), Yin Shengshan (conductor), Zhou Yu (deputy director), Zhang Jingnan (art design)
mu ren zhi zi;Zhu Wenshun, Erji Guangbudao (Mongolian);Erji Guangbudao (Mongolian), Te Damlin (Mongolian);Wang Xingang, Chao Lu, Ma Zhanhua, Qun Lelin, Yi Ruohu, Ma Loufu, Hou Jianfu, Miao Linger, Xu Liankai, Gergentana (Mongolian), Shu Hai, Li Jie, Guang Dao, Wang Jingfang, Jin Lin, Wang Jinrong, Ye He;Bao Jie (photography), Song Guoyi (trick photography), Zhang Yingletuan (band play), Tong Fu (composing), Ma Lin (conductor), Wang Guizhi (art), Cai Guang (stunt design), Li Yaodong (composing), Lin Bingcheng (recording), Hao Weiguang (theater director)
li er sao gai jia;Liu Guoquan;Liu Meicun, Zhang Bin, Liu Guoquan;Lang Xianfen, Wu Tao, Zang Meiqian, Wang Junying, Lin Jianhua, Yang Ruiqing, Jin Huixin, Li Daijiang, Guo Lihua;Liu Jinnai (artist), Niu Jingchun (theater director), Shan Dongshenglvjutuanledui (accompaniment), Zhang Yutian (music arranger), Shan Dongshenglvjutuan (appearing), Zhang Bin (music arranger), Huang Lijia (recording), Guo Zhenting (photography), Shang Zhisi (stage director)
hu die bei;Wang Jiayi;Cui Wei;Wang Xiaoyun, Zhang Yiji, Li Guiyun, Liu Guihong, Liu Yuqiu, Dong Ribo, Liu Huanjun, Li Huanxing, Li Fugui, Wang Baohong, Han Yueqiao, Li Fengyuan, Jin Yukui, Liu Kunshan, Liu Fuxiang;Chen Qifen (music design), Wang Qimin (photography), Pan Ying (theater director), Liu Qihua (music design), Shen Guli (recording), Lin Bai (deputy director), Shi Weijun (artist)
jie nian;Liu Guoquan;Li Shoushan, Wang Zhixiang, Song Chuanyou, Deng Jinlu, Liu Baoxi;Li Daijiang, Liu Yanfang, Zhang Ling;Liu Jinnai (artist), Wang Lan (deputy director), Niu Jingchun (theater director), Shan Dongshenglvjutuanledui (accompaniment), Shan Dongshenglvjutuan (appearing), Huang Lijia (recording), Guo Zhenting (photography), Wu Tao (music arranger)
qun ying hui;Cen Fan;;Ye Shenglan, Ma Lianliang, Qiu Shengrong, Li Dekui, Ma Chongren, Min Zhaohua, Tan Fuying, Xiao Zhanghua, Yuan Shihai, Xu Chengzhang, Sun Yuanxi, Huo Yizhong, Liu Yuanhan;Lv Xianchang (recording), Zhang Xiande (artist), Lian Cheng (photography), Gu Derong (editing), Wang Xizhong (make up), Xiao Zhanghua (art direction), Wu Shenghan (photography), Tian Shizhen (artist), Wei Rong (deputy director), Li Bingzhong (production manager), Hao Shouchen (art consultant)
jie dong feng;Cen Fan;;Qiu Shengrong, Tan Fuying, Xiao Zhanghua, Sun Yukun, Zhang Hongxiang, Zhang Yuanzhi, Wu Mingyi, Ye Shenglan, Ma Lianliang, Yuan Shihai, Ma Shenglong, Zhang Shengli, Niu Fenghua, Zhang Yunbin;Zhang Xiande (artist), Lv Xianchang (recording), Lian Cheng (photography), Xiao Zhanghua (art direction), Wu Shenghan (photography), Tian Shizhen (artist), Wei Rong (deputy director), Li Bingzhong (production manager), Hao Shouchen (art consultant)
du shi niang;Xu Ke;Xu Wenyao;Liao Jingqiu, Zhou Qihe, Dong Wanying, Li Wende, Lai Hetian, Yuan Yukun, Situ Huicong, Li Xiaoling, Yang Junwen, Zhang Yuanxing;Ouyang Hongying (deputy director), Yang Youhe (former stage director), Qin Wei (art), Cheng Doushichuanjutuan (band), Yu Shuzhao (photography), Fu Yingjie (recording), Si Chuanshengchuanjuyuan (band), Chen Jingzhong (Bandleader), Pan Qiu (theater director), Xia Yang (former stage director)
yan dang shan;Cen Fan;Cen Fan;Bo Zhiyi, Hu Xueli, Yuan Guolin, Li Yusheng, Liu Xizhong, Guo Shihua, Wang Zhongwei, Liu Kuangjie, Qian Haoliang;Lian Cheng (Filming Director), Chen Guoliang (photography), Wu Shenghan (photography), Yan Baoquan (music director), Ji Shaolan (production manager), Li Zhongyun (matte), Shen Sanyu (Martial Arts Instruction), Cai Jun (recording), Li Zigui (art consultant), Yu Yiru (art)
yang cheng an shao;Lu Jue;Chen Canyun;Yang Yuru, Hong Xia, Yu Fei, Feng Zhe, Ling Yun, Di Fan, Xia Tian, Liang Ming, Li Huanqing, Han Tao, Lan Gu, Zhang Qingfen;Xiao Zhen (stunt design), Zhao Huanzhang (assistant director), Chen Weicang (trick photography), Zhu Jing (photography), Tao You (executive-producer), Shi Yongkang (composing), Yao Mingzhong (artist), Shang Yingletuan (band play), Tian Zhigao (make up), Wang Zongjian (conductor), Li Liehong (recording), Tan Qinglong (editing), Huang Chong (artist)
dong xiao heng chui;Lu Ren;Hai Mo;Zhang Ziliang, Fan Lai, Cui Wenshun, Hu Xiaohan, Yang Mengchang, Ma Ji, Wang Yunxia, Zhong Xinghuo, Li Yong, Sun Yongping, Jiang Shan, Tan Yun, Zhi Shiming, Yu Chong, Wang Jun, Yu Fei, Wang Jun, Li Qizhen;Shang Yingletuan (band play), Ge Yan (conductor), Wang Hanyong (make up), Tang Mengfei (artist), Xu Jin (executive-producer), Zhang Chun (editing), Yao Meisheng (photography), Zhong Yongqing (artist), Zhou Hengliang (recording), Zhang Qi (deputy director), Fan Lai (deputy director)
qiu chang feng bo;Mao Yu;Tang Zhenchang;Wen Xiying, Zhou Boxun, Zhang Qian, Cui Chaoming, Qian Qianli, Yu Mingde, Shi Ling, Yang Yuru, Gong Shihe, Guan Hongda, Bi Ke, Li Nian, Li Qizhen, Zhang Aibao;Luo Jizhi (photography), Li Yinghai (conductor), Shang Yingletuan (band play), Ling Lei (artist), Zhou Boxun (executive-producer), Jin Longbao (executive-producer), Zhang Xiling (photography), Zhang Jiashan (editing), Li Zhijie (stunt design), Ni Yifei (make up), Huang Dongping (recording), Fang Qiwan (basketball coaching)
hai hun;Xu Tao;Shen Mojun, Huang Zongjiang;Zhao Dan, Liu Qiong, Chen Shu, Niu Wu, Deng Nan, Wang Lan, Cui Wei, Gao Bo, Kang Tai, Wang Danfeng, Jiang Rui, Li Ji;Ding Chen (artist), Wu Jianghai (recording), Dai Shengchao (trick photography), Gao Tian (composing), Zhu Chaosheng (editing), Jiang Yisu (stunt design), Li Le (deputy director), Jiang Yusheng (production manager), Yao Yongfu (make up), Shang Yingletuan (band play), Huang Yijun (conductor), Ge Xinge (artist), Yin Guohao (assistant photography), Deng Yimin (assistant director), Xu Qi (photography)
mu tong tou jun;You Long;Wu Qiang;Yang Senchang, Cao Duo, Sun Yongping, Li Baoluo, Gu Ruiling, Fan Xuepeng, Cheng Zhi, Xu Man, Yu Mingde, Gao Zheng, Wang Qi, Yang Gongmin, Wang Jun, Chen Ke, Li Jingkang, Liang Shan, Gao Xiaoou, Hong Jingling;Huang Jianfeng (artist), Zhang Dianyun (stunt design), Cha Xiangkang (photography), Lu Junfu (photography), Lu Lizhi (executive-producer), Wu Qiwen (artist), Liang Hanguang (composing), Shang Yingletuan (band play), Li Ping (make up), Ren Xinliang (recording), Chen Xiangxing (clip), Huang Yijun (conductor), Zhou Shimu (trick photography), Qiang Ming (deputy director)
ye lin qu;Wang Weiyi;Chen Canyun, Li Yingmin;Gao Bo, Li Yong, Ye Ye, Xing Yichun, Zhang Yan, Li Ming, Zhou Shan, Wang Li, Wang Shaoqi, Shi Jiufeng, Cui Chaoming, Xu Wei, Lin Guoying, Yu Chong, Li Baoluo, Fan Lai, Jin Naihua;Shang Yingletuan (band play), Zhang Linyi (composing), Zhang Yushan (stunt design), Gu Wenhou (photography), Hu Dengren (artist), Shen Chuanti (editing), Li Liehong (recording), Kong Jicheng (trick photography), Zhang Youliang (production manager), Li Bingshen (conductor), Liang Tingduo (assistant director), Yao Yongfu (make up)
qing chang yi shen;Xu Changlin;Xu Changlin;Shu Shi, Shangguan Yunzhu (French), Zhang Ziliang, Xiang Kun, Li Ming, Cui Chaoming, Zhang Liang, Shi Hui, Zhang Hongmei, Zhang Ying, Ceng Chang, Wang Wei, Su Hui;Tian Ye (deputy director), Shang Yingletuan (band play), Yao Shiquan (photography), Chen Gexin (conductor), Zhang Hanchen (artist), Huang Dongping (recording), Tao You (executive-producer), Tan Qinglong (editing), Xu Ken (make up)
nv lan 5 hao;Xie Jin;Xie Jin;Liu Qiong, Cao Qiwei, Cui Chaoming, Jin Chuan, Wang Zhifang, Lu Jingsun, Li Tianshou, Qin Yi, Yu Mingde, Wang Qi, Lin Zhen, Xiang Mei, Guan Deren, Li Shuqing, Huang Shafei, Qin Jian, Yang Aifen, You Suxiang, Peng Jiaoru;Huang Shaofen (photography), Huang Zhun (composing), Ding Li (production manager), Wang Tiebin (make up), Zhu Yaai (basketball coaching), Chen Gexin (conductor), Wei Chunbao (editing), Shen Xilin (photography), Shang Hailetuanjiaoxiangledui (band play), Wang Yuebai (artist), Lu Zhongbo (recording), Qiang Ming (deputy director)
wu hai ye hang;Yu Tao;Yu Tao;Fan Xuepeng, Zhang Ying, Wang Guilin, Jin Naihua, Zhang Yan, Lin Nong, Yu Fei, Tie Niu, Xiang Mei, Mu Hong, Qi Heng, Wang Xin, Guan Hongda, Zhang Hongmei, Lin Yi, Ding Ran, Chen Bo, Wei Yuping, Luo Qiqi;Tian Ye (deputy director), Shang Yingletuan (band play), Huang Zhun (composing), Ding Li (production manager), Wang Tiebin (make up), Ma Yonghua (trick), Gu Jiadong (trick), Huang Yijun (conductor), Wei Chunbao (editing), Shen Xilin (photography), Zhang Hanchen (set design), Yuan Qingyu (recording)
xing fu;Tian Ran, Fu Chaowu;Ai Mingzhi;Han Fei, Feng Xiao, Shi Yuan, Fan Xuepeng, Wang Tun, Xie Yibing, Cheng Yin, Zhang Fa, Wang Bei, Yang Hua, Guan Hongda, Gao Xiaoou, Yang Mengchang, Bao Qi;Shang Yingletuan (band play), Zhang Linyi (composing), Zhu Weigang (recording), Wang Kai (make up), Shen Xiyuan (executive-producer), Gu Wenhou (photography), Huang Yijun (conductor), Xu Keji (artist), Weng Silian (editing)
bai yue ji;Zhang Tianci;Hu Nanxiangjutuan, Zhu Shaoxi;Xu Shaoqing, Peng Linong, Liao Jianhua, Zhang Fuhai, Jia Yanlu, Qing Huahou, Zheng Fuqiu, Xiao Baisui, Li Hualuan, Wang Xiaozhi, Deng Bofeng;Huang Jianfeng (artist), Hu Nanxiangjutuanyinlezu (band play), Cha Xiangkang (photography), Hu Nanxiangjutuan (appearing), Ren Xinliang (recording), Ma Yonghua (trick photography), Lu Junfu (photography), Wu Chengyong (production manager), Wu Qiwen (artist), Chen Yan (make up), Jiang Yisu (stunt design), Zhang Liqun (clip)
chen san wu niang;Yang Xiaozhong;Fu Jianshengminnanxishiyanjutuanbianjuzu;Cai Ziqiang, Su Ou, Shi Jiaoen, Xu Shumei, Ding Jinyu, Xu Shuhui, Su Wushui, Lin Yuhua, Li Mingqian, Chen Jinshui, Lin Hongmei;Ling Lei (artist), Jin Longbao (executive-producer), Fu Jianshengminnanxishiyanjutuanledui (band play), Fu Jianshengminnanxishiyanjutuan (appearing), Wu Yuyun (photography), Wu Ruide (music arrangement), Li Ping (make up), Zhang Xiling (assistant photography), Tian Zhigao (make up), Wu Ying (recording), Wu Zhenqiu (stage director), Zhang Chun (clip), Wang Jie (assistant director), Wang Aiqun (conductor), Xu Maocai (choreographer)
luo han qian;Gu Eryi;Zong Hua, Wen Mu, Xin Zhi;Xia Fulin, Zhou Fangcong, Shao Binsun, Jie Hongyuan, Shi Xiaoying, Ding Shie, Xiao Aiqin, Xing Yueli, Gu Zhichun, Liu Zhengdao, Wang Mingdao, Ding Wane, Gu Caiyun, Li Yankang, Feng Peili, Gu Liqun;Jin Xueqin (clip), Shang Haishirenminhujutuanledui (band play), Jin Zhaoyuan (executive-producer), Zhu Jing (photography), Ni Yifei (make up), Huang Chen (assistant director), Liu Ruceng (conductor), Zhou Hengliang (recording), Huang Chong (artist), Shang Haishirenminhujutuan (appearing)
a fu xun bao ji;Xu Suling;Wang Ruowang;Qi Heng, Di Fan, Feng Qi, Lin Zhen, Tian Feng, Wang Ti, Jiang Shan, Jin Naihua, Mao Yinfen, Li Shoucheng, Li Baoluo, Zhang Qian, Zhu Huaining, Ruan Xiaolan, Cui Chaoming, Shi Ling, Wang Lan, Wang Jun;Shang Yingletuan (band play), Zhang Linyi (composing), Shi Fengqi (photography), Chen Weicang (trick photography), Yin Zi (assistant director), Wang Hanyong (make up), Lu Lizhi (executive-producer), Cao Youguang (stunt design), Chen Gexin (conductor), Wu Hua (recording), Zhong Yongqing (artist), Fu Jintao (editing)
feng huang zhi ge;Zhao Ming;Lu Yanzhou;Zhang Ruifang, Kang Tai, Zhou Min, Deng Nan, Zhong Xinghuo, Li Baoluo, Ma Ji, Gao Yiyun, Li Ming, Wang Jingan, Cui Wenshun, Yang Gongmin, Liu Fei, Jiang Rui, Fang Shan;Li Yong (solo), Ji Ming (composing), Xiao Zhen (stunt design), Feng Sizhi (photography), Yang Gongmin (solo), Chen Renjin (editing), Xu Jin (executive-producer), Wang Yunjie (conductor), Ge Shicheng (artist), Shang Yingletuan (band play), Shang Haihechangtuan (chorus), Ma Yonghua (trick photography), Wang Dawei (assistant director), Wang Kun (solo), Wang Shi (solo), Kong Lingqi (make up), Zhang Fubao (recording), Zhang Zaiheng (log), Qian Yu (photography)
hu shi ri ji;Tao Jin;Ai Mingzhi;Wang Danfeng, Tang Huada, Li Wei, Jiang Tianliu, Fu Botang, Huang Wansu, Lin Bin, Lu Shan, Gao Xiaoou, Jiang Shan, Zhao Lei, Zhang Ying, Su Hui, Mao Lu, Luo Qiqi, Fang Keke;Chen Zhenxiang (photography), Shang Yingletuan (band play), He Lu (deputy director), Jiang Youan (make up), Lu Jingguang (artist), Lin Bingsheng (recording), Fang Bo (assistant director), Wang Yunjie (conductor), Chen Xi (editing), Wei Bu (executive-producer)
cheng feng po lang;Tao Jin;Ai Mingzhi;Wang Danfeng, Tang Huada, Li Wei, Jiang Tianliu, Fu Botang, Huang Wansu, Lin Bin, Lu Shan, Gao Xiaoou, Jiang Shan, Zhao Lei, Zhang Ying, Su Hui, Mao Lu, Luo Qiqi, Fang Keke;Chen Zhenxiang (photography), Shang Yingletuan (band play), He Lu (deputy director), Jiang Youan (make up), Lu Jingguang (artist), Lin Bingsheng (recording), Fang Bo (assistant director), Wang Yunjie (conductor), Chen Xi (editing), Wei Bu (executive-producer)
